name,age,team,pace,shooting,passing,dribbling,position,direction,joined,contract,preferred_foot,international_rep,wage
James David Rodríguez Rubio,29,Colombia,53,86,86,86,Substitute,Pending,2020-09-07,2022,Left,4,105000
Danilo Luiz da Silva,29,Brazil,73,67,73,74,Defender,Right,2019-08-07,2024,Right,2,83000
Sergio Roberto Carnicer,29,Spain,76,63,80,77,Substitute,Pending,2013-07-01,2022,Right,3,140000
Steven Berghuis,29,Netherlands,80,81,82,82,Substitute,Pending,2021-07-19,2025,Left,2,26000
Francisco Alcácer García,27,Spain,77,84,69,81,Striker,Left,2020-01-30,2025,Right,2,45000
José Ignacio Fernández Iglesias,31,Spain,78,37,66,69,Defender,Left,2010-08-01,2023,Right,2,140000
Danilo Luís Hélio Pereira,29,Portugal,64,63,71,73,Substitute,Pending,2020-10-05,2025,Right,3,85000
Lucas Rodrigues Moura da Silva,28,Brazil,90,79,70,86,Winger,Right,2018-01-31,2024,Right,3,105000
James Tarkowski,28,England,57,45,67,65,Defender,Right,2016-02-01,2022,Right,1,46000
Kurt Happy Zouma,26,France,65,51,63,57,Substitute,Pending,2021-08-28,2025,Right,2,75000
Íñigo Martínez Berridi,30,Spain,71,56,66,64,Defender,Left,2018-01-30,2023,Left,2,33000
Vilmos Tamás Orban,28,Hungary,49,36,52,55,Defender,Right,2015-07-01,2025,Right,2,79000
James Ward-Prowse,26,England,59,74,86,78,Midfielder,Right,2011-06-01,2026,Right,2,69000
Edin Višća,31,Bosnia and Herzegovina,87,78,78,82,Midfielder,Right,2011-08-16,2025,Right,2,50000
Maximilian Arnold,27,Germany,65,81,79,78,Midfielder,Left,2011-10-10,2026,Left,2,66000
Leandro Daniel Paredes,27,Argentina,66,71,83,79,Substitute,Pending,2019-01-29,2023,Right,2,81000
Adnan Januzaj,26,Belgium,79,75,80,83,Winger,Right,2017-07-12,2022,Left,1,45000
Emil Peter Forsberg,29,Sweden,70,73,82,83,Midfielder,Center,2015-01-07,2025,Right,3,87000
Andrea Belotti,27,Italy,76,81,59,78,Striker,Center,2015-08-18,2022,Right,3,61000
Lucas Vázquez Iglesias,30,Spain,82,73,79,80,Substitute,Pending,2015-07-02,2024,Right,2,170000
Frederico Rodrigues de Paula Santos,28,Brazil,77,66,77,81,Midfielder,Left,2018-06-21,2023,Left,3,120000
Adrien Rabiot,26,France,76,74,76,80,Midfielder,Left,2019-07-01,2023,Left,2,87000
Piotr Sebastian Zieliński,27,Poland,81,75,81,85,Midfielder,Center,2016-08-09,2024,Right,3,74000
Otávio Edmilson da Silva Monteiro,26,Portugal,78,69,79,85,Midfielder,Right,2014-09-01,2025,Right,1,19000
Darwin Daniel Machís Marcano,28,Venezuela,88,80,75,83,Midfielder,Right,2019-07-28,2022,Right,1,34000
Anthony Martial,25,France,87,80,73,85,Substitute,Pending,2015-09-01,2024,Right,3,130000
Julian Brandt,25,Germany,73,75,80,84,Substitute,Pending,2019-07-01,2024,Right,3,64000
Iñaki Williams Arthuer,27,Spain,94,78,72,78,Striker,Left,2012-08-01,2028,Right,2,39000
Matteo Politano,27,Italy,83,77,78,84,Winger,Right,2021-07-02,2024,Left,2,74000
José Luis Morales Nogales,33,Spain,86,82,75,85,Striker,Left,2011-06-01,2023,Right,2,41000
Djené Dakonam Ortega,29,Togo,69,37,62,62,Defender,Right,2017-07-24,2023,Right,1,36000
Hans Hateboer,27,Netherlands,84,64,72,77,Reserve,Pending,2017-01-31,2023,Right,3,55000
Donny van de Beek,24,Netherlands,68,78,76,79,Substitute,Pending,2020-09-02,2025,Right,3,110000
Dominic Calvert-Lewin,24,England,83,77,64,77,Striker,Center,2016-08-31,2025,Right,2,90000
Hirving Rodrigo Lozano Bahena,25,Mexico,93,76,72,82,Substitute,Pending,2019-08-23,2024,Right,3,77000
Kalvin Phillips,25,England,67,65,76,75,Midfielder,Center,2014-07-01,2024,Right,2,82000
Gonçalo Manuel Ganchinho Guedes,24,Portugal,86,79,76,82,Striker,Left,2018-08-29,2024,Right,2,39000
Konrad Laimer,24,Austria,81,68,77,78,Midfielder,Right,2017-07-01,2023,Right,2,65000
Nicolas Pépé,26,Côte d'Ivoire,88,79,75,83,Midfielder,Right,2019-08-01,2024,Left,2,95000
Nordi Mukiele Mulere,23,France,80,49,69,73,Defender,Right,2018-07-01,2023,Right,2,65000
Giovani Lo Celso,25,Argentina,75,76,82,83,Substitute,Pending,2020-07-27,2025,Left,1,95000
Yeray Álvarez López,26,Spain,68,49,62,64,Defender,Right,2014-07-01,2026,Right,2,33000
Lorenzo Pellegrini,25,Italy,78,74,81,80,Midfielder,Center,2017-07-01,2022,Right,2,61000
Juan Everton Mestres de Mesquita,25,Brazil,71,61,57,63,Defender,Right,2021-07-05,2024,Right,1,41000
Adryan Juliano Zonta Torres,29,Brazil,93,66,75,76,Defender,Left,2021-07-05,2024,Left,1,24000
Rosberto J. Dourado Santos,21,Brazil,77,57,74,77,Midfielder,Right,2021-07-07,2024,Right,1,26000
Lourival Adnan Beretta Barbosa,29,Brazil,78,84,62,72,Striker,Center,2021-07-05,2024,Right,1,28000
Welington Kauê Dano Nascimento,21,Brazil,79,54,76,79,Defender,Left,2021-07-05,2024,Left,1,31000
Marvin Oswaldo Rangel Azevedo,29,Brazil,76,81,67,77,Striker,Center,2021-07-07,2024,Right,1,56000
Ruslan Malinovskyi,28,Ukraine,74,80,83,81,Forward,Right,2019-07-16,2023,Left,3,68000
Christopher Nkunku,23,France,79,74,81,85,Midfielder,Left,2019-07-18,2024,Right,2,72000
Lucas Tolentino Coelho de Lima,23,Brazil,74,75,79,83,Midfielder,Center,2020-10-01,2025,Left,2,65000
Carlos Soler Barragán,24,Spain,78,77,82,79,Midfielder,Right,2015-07-01,2023,Right,2,39000
Harvey Lewis Barnes,23,England,86,77,76,81,Midfielder,Left,2016-06-25,2025,Right,1,95000
Houssem Aouar,23,France,75,75,81,85,Midfielder,Left,2016-07-01,2023,Right,2,65000
Manuel Lazzari,27,Italy,92,62,76,82,Defender,Right,2019-07-12,2024,Right,2,64000
Reece James,21,England,80,58,77,77,Defender,Right,2017-03-03,2025,Right,2,76000
Marc Cucurella Saseta,22,Spain,79,67,78,80,Substitute,Pending,2021-08-31,2026,Left,1,63000
Pedro António Pereira Gonçalves,23,Portugal,76,81,79,84,Winger,Right,2020-08-18,2025,Right,1,19000
Moussa Diaby,21,France,94,67,73,85,Midfielder,Right,2019-07-01,2025,Left,2,52000
Sergio Reguilón Rodríguez,24,Spain,86,58,75,78,Defender,Left,2020-09-19,2025,Left,1,79000
Edmond Fayçal Tapsoba,22,Burkina Faso,75,52,65,69,Defender,Right,2020-01-31,2026,Right,2,49000
Dejan Kulusevski,21,Sweden,84,74,77,84,Substitute,Pending,2019-07-18,2024,Left,2,72000
Renan Augusto Lodi dos Santos,23,Brazil,84,67,76,81,Substitute,Pending,2019-07-07,2025,Left,1,49000
Pedro González López,18,Spain,78,65,79,84,Midfielder,Left,2020-08-04,2022,Right,2,51000
João Filipe Iria Santos Moutinho,34,Portugal,50,72,84,80,Midfielder,Left,2018-07-24,2022,Right,3,88000
Jonathan Grant Evans,33,Northern Ireland,52,32,61,60,Substitute,Pending,2018-06-08,2023,Right,2,95000
Raúl García Escudero,34,Spain,41,82,81,78,Striker,Right,2015-08-31,2022,Right,2,36000
Marek Hamšík,33,Slovakia,68,77,81,80,Midfielder,Left,2021-07-01,2023,Right,3,35000
Daniel Wass,32,Denmark,74,77,80,77,Midfielder,Right,2018-07-10,2022,Right,2,38000
Marcelo Vieira da Silva Júnior,33,Brazil,73,72,80,87,Substitute,Pending,2007-01-01,2022,Left,4,135000
Dimitri Payet,34,France,69,77,83,82,Forward,Center,2017-01-30,2024,Right,3,51000
Medhi Amine El Mouttaqi Benatia,34,Morocco,63,45,52,63,Defender,Right,2021-07-30,2023,Right,3,19000
Ignacio Monreal Eraso,35,Spain,65,61,74,74,Defender,Left,2019-08-31,2022,Left,2,26000
Radja Nainggolan,33,Belgium,71,84,78,74,Midfielder,Center,2021-08-14,2023,Right,3,29000
Diego Roberto Godín Leal,35,Uruguay,57,48,63,61,Defender,Center,2020-09-24,2023,Right,3,27000
Angelo Obinze Ogbonna,33,Italy,56,40,60,62,Defender,Left,2015-07-10,2022,Left,2,70000
Alexis Alejandro Sánchez Sánchez,32,Chile,78,76,78,83,Substitute,Pending,2020-08-07,2023,Right,4,105000
José María Callejón Bueno,34,Spain,77,76,76,81,Winger,Right,2020-10-05,2022,Right,3,61000
Aaron Ramsey,30,Wales,66,70,81,83,Substitute,Pending,2019-07-01,2023,Right,3,81000
Rafael Tolói,30,Italy,66,47,58,64,Defender,Right,2015-08-26,2023,Right,2,51000
Francis Coquelin,30,France,68,67,76,80,Substitute,Pending,2020-08-12,2024,Right,2,39000
Eduardo Antonio Salvio,30,Argentina,86,76,73,84,Substitute,Pending,2019-07-18,2022,Right,2,23000
Roberto Maximiliano Pereyra,30,Argentina,76,74,79,81,Midfielder,Center,2020-09-28,2023,Right,2,23000
Enzo Nicolás Pérez,35,Argentina,68,66,77,77,Midfielder,Right,2017-07-01,2023,Right,2,15000
Marcelo Nicolás Lodeiro Benítez,32,Uruguay,74,73,83,81,Forward,Left,2016-07-27,2023,Left,3,12000
Sérgio Miguel Relvas de Oliveira,29,Portugal,58,79,82,77,Midfielder,Left,2015-07-01,2025,Right,1,19000
Marc Bartra Aregall,30,Spain,71,61,72,73,Defender,Right,2018-01-30,2023,Right,3,28000
Cédric Bakambu,30,Congo DR,90,80,71,76,Striker,Left,2018-01-17,2021,Right,2,30000
Charles Mariano Aránguiz Sandoval,32,Chile,65,71,80,77,Midfielder,Right,2015-08-13,2023,Right,3,53000
João Pedro Geraldino dos Santos Galvão,29,Brazil,72,78,77,81,Striker,Left,2014-09-01,2023,Right,1,46000
Ismaily Gonçalves dos Santos,31,Brazil,82,64,74,81,Defender,Left,2013-02-14,2023,Left,2,1000
Aïssa Mandi,29,Algeria,66,46,74,70,Defender,Left,2021-07-01,2025,Right,1,37000
Rafael Alcântara do Nascimento,28,Brazil,71,75,80,84,Substitute,Pending,2020-10-05,2023,Left,2,86000
Martin Hinteregger,28,Austria,70,70,67,61,Defender,Left,2019-08-01,2024,Left,2,34000
Remo Marco Freuler,29,Switzerland,69,71,77,78,Midfielder,Left,2016-01-20,2022,Right,2,58000
Julian Draxler,27,Germany,74,76,80,82,Substitute,Pending,2017-01-03,2024,Right,3,83000
Diego Demme,29,Germany,57,42,75,77,Reserve,Pending,2020-01-11,2024,Right,2,66000
Šime Vrsaljko,29,Croatia,79,55,73,74,Substitute,Pending,2016-07-05,2022,Right,2,56000
Alejandro Pozuelo Melero,29,Spain,65,75,80,83,Midfielder,Center,2019-03-18,2021,Right,2,13000
Konstantinos Fortounis,28,Greece,75,77,79,82,Reserve,Pending,2014-07-21,2023,Right,2,2000
Eran Zahavi,33,Israel,77,82,74,79,Striker,Center,2020-09-20,2022,Right,2,26000
Florian Tristan Mariano Thauvin,28,France,79,79,79,80,Midfielder,Right,2021-07-01,2025,Left,1,64000
Samuel Yves Umtiti,27,France,65,62,68,67,Substitute,Pending,2016-07-12,2023,Left,3,125000
Téji Tedy Savanier,29,France,67,74,83,82,Midfielder,Center,2019-07-02,2023,Right,2,35000
Sébastien Haller,27,Côte d'Ivoire,66,79,62,74,Striker,Center,2021-01-08,2025,Right,3,23000
Zouhair Feddal Agharbi,31,Morocco,61,50,63,60,Defender,Left,2020-08-18,2022,Left,1,17000
Michael Keane,28,England,55,49,65,65,Defender,Left,2017-07-03,2025,Right,2,84000
Roger Martí Salvador,30,Spain,77,82,63,77,Striker,Right,2011-07-01,2023,Right,2,38000
Josef Alexander Martínez Mencia,28,Venezuela,87,80,61,79,Striker,Left,2017-03-22,2023,Right,2,14000
Quincy Anton Promes,29,Netherlands,88,78,78,81,Midfielder,Left,2021-02-24,2024,Right,3,68000
Gaëtan Laborde,27,France,77,78,76,78,Substitute,Pending,2021-08-31,2025,Left,2,59000
Jonathan Castro Otto,27,Spain,75,53,71,76,Substitute,Pending,2019-01-31,2025,Right,2,81000
Bamidele Alli,25,England,68,78,78,82,Midfielder,Left,2015-02-02,2024,Right,3,90000
Philipp Martin Max,27,Germany,82,67,79,75,Defender,Left,2020-09-02,2024,Left,2,22000
João Mário Naval da Costa Eduardo,28,Portugal,69,69,80,83,Midfielder,Left,2021-07-13,2026,Right,3,19000
Andreas Bødtker Christensen,25,Denmark,65,31,65,68,Defender,Center,2013-04-10,2022,Right,2,95000
Ander Capa Rodríguez,29,Spain,82,64,76,77,Defender,Right,2018-07-02,2022,Right,2,32000
Giovanni Di Lorenzo,27,Italy,84,66,73,76,Defender,Right,2019-07-01,2026,Right,2,63000
Corentin Tolisso,26,France,66,77,77,78,Substitute,Pending,2017-07-01,2022,Right,3,78000
Adrián Embarba Blázquez,29,Spain,83,77,78,79,Midfielder,Right,2020-01-23,2024,Right,1,26000
Jason Denayer,26,Belgium,83,43,67,71,Defender,Left,2018-08-21,2022,Right,3,64000
Naby Keïta,26,Guinea,70,73,75,85,Substitute,Pending,2018-07-01,2023,Right,2,110000
Victor Jörgen Nilsson Lindelöf,26,Sweden,63,51,73,72,Substitute,Pending,2017-07-01,2024,Right,2,105000
Lukas Manuel Klostermann,25,Germany,85,51,64,71,Substitute,Pending,2014-08-22,2024,Right,2,67000
Éverton Sousa Soares,25,Brazil,86,75,73,85,Midfielder,Left,2020-08-14,2025,Right,1,17000
Stefan Lainer,28,Austria,78,63,70,75,Substitute,Pending,2019-07-01,2024,Right,2,34000
Jonathan Javier Rodríguez Portillo,27,Uruguay,88,80,67,81,Striker,Center,2019-01-01,2022,Right,1,79000
Borja Iglesias Quintas,28,Spain,65,80,64,74,Striker,Center,2019-08-14,2024,Right,1,34000
Joan Jordán Moreno,26,Spain,63,75,81,77,Midfielder,Right,2019-07-04,2023,Right,1,33000
Jonathan Bamba,25,France,89,75,74,81,Midfielder,Left,2018-07-02,2023,Right,2,42000
Alejandro Berenguer Remiro,25,Spain,82,76,76,81,Midfielder,Right,2020-10-02,2024,Right,1,32000
Steven Charles Bergwijn,23,Netherlands,85,78,75,82,Substitute,Pending,2020-01-29,2025,Right,2,82000
Kieran Tierney,24,Scotland,84,60,75,77,Defender,Left,2019-08-08,2024,Left,2,69000
Ismaël Bennacer,23,Algeria,73,67,80,84,Substitute,Pending,2019-08-04,2024,Left,2,41000
Oleksandr Zinchenko,24,Ukraine,73,65,80,80,Substitute,Pending,2016-07-04,2024,Left,2,95000
Nélson Cabral Semedo,27,Portugal,82,57,68,81,Defender,Right,2020-09-23,2023,Right,2,81000
Manuel Obafemi Akanji,25,Switzerland,81,48,67,74,Defender,Right,2018-01-15,2023,Right,2,54000
Denis Lemi Zakaria Lako Lado,24,Switzerland,83,64,72,75,Substitute,Pending,2017-07-01,2022,Right,2,28000
Gianluca Mancini,25,Italy,61,45,50,59,Defender,Right,2020-07-01,2024,Right,2,52000
Stefano Sensi,25,Italy,67,60,83,83,Substitute,Pending,2020-09-01,2024,Right,1,95000
Gerson Santos da Silva,24,Brazil,74,64,79,80,Midfielder,Center,2021-07-02,2026,Left,2,41000
Maikel Renan Catarino Fagundes,25,Brazil,76,51,70,77,Defender,Right,2021-07-07,2024,Right,1,33000
Laureano Thomas Santeiro Marre,21,Brazil,80,72,77,82,Midfielder,Left,2021-07-07,2024,Left,1,23000
Tony Josimar Abranjes Meneses,33,Brazil,67,39,55,58,Defender,Right,2021-07-08,2024,Right,1,32000
Renato Júnior Luz Sanches,23,Portugal,84,74,77,84,Midfielder,Left,2019-08-23,2023,Right,3,38000
Donyell Malen,22,Netherlands,90,79,72,83,Striker,Left,2021-07-27,2026,Right,2,59000
Çağlar Söyüncü,25,Turkey,76,46,60,67,Defender,Right,2018-08-09,2023,Right,1,88000
Victor James Osimhen,22,Nigeria,88,80,63,75,Striker,Center,2020-09-01,2025,Right,2,66000
Xaver Schlager,23,Austria,69,70,73,77,Midfielder,Right,2019-07-01,2023,Left,2,53000
Noussair Mazraoui,23,Morocco,82,61,74,81,Defender,Right,2016-11-01,2022,Right,2,17000
Boubacar Bernard Kamara,21,France,74,50,72,73,Midfielder,Right,2017-07-01,2022,Right,2,30000
Scott McTominay,24,Scotland,66,75,75,75,Substitute,Pending,2013-07-01,2025,Right,2,90000
Alessandro Bastoni,22,Italy,65,33,65,69,Defender,Left,2017-08-31,2024,Left,1,77000
Vinícius José Paixão de Oliveira Júnior,20,Brazil,95,70,71,87,Substitute,Pending,2018-07-12,2025,Right,2,120000
Maximiliano Gómez González,24,Uruguay,66,81,68,73,Striker,Right,2019-07-14,2024,Right,1,40000
Ridle Bote Baku,23,Germany,84,73,73,81,Midfielder,Right,2020-10-01,2025,Right,2,59000
Unai Núñez Gestoso,24,Spain,72,22,49,50,Substitute,Pending,2016-07-01,2023,Right,1,26000
Luis Fernando Díaz Marulanda,24,Colombia,92,77,70,82,Midfielder,Left,2019-07-10,2024,Right,1,16000
Nikola Vlašić,23,Croatia,83,77,78,82,Substitute,Pending,2021-08-31,2026,Right,2,66000
Viktor Tsygankov,23,Ukraine,85,73,78,80,Midfielder,Right,2015-01-01,2023,Left,2,1000
Vladimír Coufal,28,Czech Republic,77,56,73,75,Defender,Right,2020-10-02,2023,Right,1,73000
Bukayo Saka,19,England,84,68,76,82,Midfielder,Left,2018-09-14,2025,Left,2,50000
Andrés Iniesta Luján,37,Spain,51,69,84,84,Midfielder,Center,2018-07-16,2024,Right,4,10000
James Philip Milner,35,England,56,70,81,77,Substitute,Pending,2015-07-01,2022,Right,2,76000
Franck Bilal Ribéry,38,France,69,73,81,85,Striker,Right,2021-09-06,2022,Right,4,41000
Bafétimbi Fredius Gomis,35,France,60,81,68,72,Striker,Left,2018-08-23,2022,Right,3,38000
Mousa Sidi Yaya Dembélé,33,Belgium,70,68,76,85,Midfielder,Left,2019-01-17,2021,Left,3,21000
Blaise Matuidi,34,France,73,65,72,76,Midfielder,Left,2020-08-13,2021,Left,3,11000
Antonio Candreva,34,Italy,72,78,79,80,Midfielder,Right,2021-07-01,2024,Right,3,25000
Mesut Özil,32,Germany,62,68,85,79,Forward,Right,2021-01-24,2024,Left,4,55000
Olivier Giroud,34,France,39,80,70,71,Striker,Center,2021-07-17,2024,Left,3,48000
Gylfi Þór Sigurðsson,31,Iceland,54,78,82,78,Reserve,Pending,2017-08-16,2022,Right,3,83000
Ángel Montoro Sánchez,33,Spain,45,64,75,72,Substitute,Pending,2017-07-15,2022,Right,1,26000
Yann Gérard M'Vila,31,France,65,64,74,74,Midfielder,Center,2020-09-14,2023,Right,2,2000
Rafael de Souza Pereira,32,Brazil,70,66,77,75,Midfielder,Right,2017-08-25,2023,Right,1,49000
Matías Ezequiel Suárez,33,Argentina,79,77,77,83,Striker,Left,2019-01-27,2023,Right,2,24000
Vicente Iborra de la Fuente,33,Spain,33,70,75,70,Substitute,Pending,2019-01-07,2024,Right,2,34000
Aaron Cresswell,31,England,70,60,75,76,Defender,Left,2014-07-03,2023,Left,2,66000
Ben Mee,31,England,62,42,58,63,Defender,Left,2012-01-17,2022,Left,1,39000
Asier Illarramendi Andonegi,31,Spain,47,71,77,78,Substitute,Pending,2015-08-26,2023,Right,2,34000
Michail Antonio,31,Jamaica,83,76,73,78,Striker,Center,2015-09-01,2023,Right,2,79000
Stephan El Shaarawy,28,Italy,87,75,74,79,Substitute,Pending,2021-02-01,2023,Right,3,64000
Nemanja Matić,32,Serbia,36,67,75,73,Substitute,Pending,2017-07-31,2023,Left,3,100000
Ander Herrera Agüera,31,Spain,65,70,77,79,Substitute,Pending,2019-07-04,2024,Right,3,78000
高拉特,30,China PR,83,78,77,79,Midfielder,Center,2020-01-01,2023,Right,2,32000
Christopher Grant Wood,29,New Zealand,64,79,60,70,Striker,Right,2017-08-21,2023,Right,1,48000
艾克森,31,China PR,84,80,73,79,Striker,Right,2019-07-09,2023,Right,2,32000
Marcos Alonso Mendoza,30,Spain,58,74,78,77,Defender,Left,2016-08-31,2023,Left,2,95000
Mario Gaspar Pérez Martínez,30,Spain,74,69,71,72,Defender,Right,2008-07-01,2023,Right,2,34000
Luis Miguel Rodríguez,36,Argentina,68,82,76,83,Forward,Center,2021-06-29,2022,Right,1,18000
Nemanja Gudelj,29,Serbia,60,70,79,70,Substitute,Pending,2019-07-23,2023,Right,2,30000
Xherdan Shaqiri,29,Switzerland,75,76,80,81,Midfielder,Right,2021-08-24,2024,Left,3,75000
Youssef El Arabi,34,Morocco,71,83,69,79,Striker,Center,2019-07-06,2022,Right,2,2000
Callum Wilson,29,England,80,78,66,78,Striker,Right,2020-09-07,2024,Right,2,53000
Germán Sánchez Barahona,34,Spain,49,40,59,56,Defender,Left,2017-07-03,2022,Right,1,26000
Rodrigo Moreno Machado,30,Spain,86,78,75,79,Substitute,Pending,2020-08-29,2024,Left,3,83000
Alex Oxlade-Chamberlain,27,England,81,74,77,82,Substitute,Pending,2017-08-31,2023,Right,2,100000
Danilo D'Ambrosio,32,Italy,70,56,67,71,Substitute,Pending,2021-08-11,2022,Right,2,85000
Lucas Pérez Martínez,32,Spain,79,82,75,77,Striker,Left,2021-08-31,2022,Left,2,28000
Granit Xhaka,28,Switzerland,50,64,79,69,Midfielder,Left,2016-07-01,2024,Left,3,80000
Cristian Tello Herrera,29,Spain,89,75,74,80,Substitute,Pending,2017-07-01,2022,Right,2,30000
Geoffrey Edwin Kondogbia,28,Central African Republic,68,74,75,77,Midfielder,Center,2020-11-03,2024,Left,2,58000
Conor Coady,28,England,47,58,75,67,Defender,Center,2015-07-03,2025,Right,1,80000
Eric Dier,27,England,53,64,69,64,Defender,Left,2014-08-02,2024,Right,2,81000
Gerard Deulofeu Lázaro,27,Spain,88,73,73,83,Forward,Center,2021-01-30,2024,Right,3,22000
Sergi Darder Moll,27,Spain,66,75,78,79,Substitute,Pending,2018-07-10,2023,Right,1,24000
Willy-Arnaud Zobo Boly,30,Côte d'Ivoire,62,36,64,65,Substitute,Pending,2018-06-09,2023,Right,1,76000
Karim Bellarabi,31,Germany,85,76,71,81,Substitute,Pending,2011-07-01,2023,Right,2,60000
Álvaro González Soberón,31,Spain,64,33,59,58,Substitute,Pending,2020-07-01,2024,Right,2,40000
André Martín Carrillo Díaz,30,Peru,87,75,73,82,Midfielder,Right,2019-07-23,2023,Right,2,46000
Davy Klaassen,28,Netherlands,71,80,73,76,Midfielder,Center,2020-10-05,2024,Right,2,21000
Christoph Kramer,30,Germany,44,50,70,73,Midfielder,Right,2016-07-01,2023,Right,2,31000
Raúl Mario Ruidíaz Misitich,30,Peru,84,80,66,78,Striker,Center,2018-07-01,2021,Right,2,13000
Benjamin Mendy,26,France,74,54,76,76,Reserve,Pending,2017-07-24,2022,Left,2,105000
Benjamin Thomas Davies,28,Wales,69,58,75,75,Substitute,Pending,2014-07-23,2024,Left,2,85000
Taras Stepanenko,31,Ukraine,65,63,71,69,Midfielder,Right,2010-07-01,2022,Left,1,1000
Alassane Alexandre Pléa,28,France,71,82,77,79,Striker,Center,2018-07-13,2023,Right,2,38000
Manuel Trigueros Muñoz,29,Spain,56,71,78,78,Midfielder,Right,2011-07-01,2022,Right,2,39000
Jesse Lingard,28,England,76,79,75,80,Substitute,Pending,2011-07-01,2022,Right,2,115000
Abdoulaye Doucouré,28,France,70,76,72,76,Midfielder,Right,2020-09-08,2023,Right,2,87000
Berat Djimsiti,28,Albania,68,39,59,50,Defender,Left,2016-01-18,2023,Right,1,51000
Christian Günter,28,Germany,83,55,70,70,Defender,Left,2012-07-01,2024,Left,2,32000
Raúl De Tomás Gómez,26,Spain,75,82,68,81,Striker,Left,2020-01-09,2026,Right,1,26000
Jonas Hofmann,28,Germany,75,72,80,79,Midfielder,Right,2016-01-01,2023,Right,2,35000
Juan Fernando Quintero Paniagua,28,Colombia,73,76,81,83,Midfielder,Right,2021-01-01,2023,Left,2,17000
Melingo Kevin Mbabu,26,Switzerland,88,51,69,73,Defender,Right,2019-07-01,2023,Right,2,59000
Chancel Mbemba Mangulu,26,Congo DR,72,53,56,65,Defender,Right,2018-07-23,2022,Right,1,16000
Rubén García Santos,27,Spain,80,76,79,79,Midfielder,Left,2018-08-20,2024,Left,1,33000
Rubén Peña Jiménez,29,Spain,80,70,72,78,Substitute,Pending,2019-07-04,2024,Right,1,35000
Kerem Demirbay,27,Germany,58,76,79,82,Midfielder,Left,2019-07-01,2024,Left,2,55000
Vincenzo Grifo,28,Italy,70,74,79,81,Midfielder,Left,2019-09-02,2025,Right,2,35000
Paul Ebere Onuachu,27,Nigeria,71,77,62,70,Striker,Center,2019-08-22,2024,Right,1,23000
