nombre,edad,seleccion,posicion
Giacomo Bonaventura,31,Italy,Midfielder
Ashley Westwood,31,England,Midfielder
Pedro Eliezer Rodríguez Ledesma,33,Spain,Winger
Julian Baumgartlinger,33,Austria,Substitute
Chris Smalling,31,England,Substitute
Javier Matías Pastore,32,Argentina,Substitute
Luis Alfonso Rodríguez Alanís,30,Mexico,Defender
Enrique García Martínez,31,Spain,Striker
Sergio Escudero Palomo,31,Spain,Defender
Jaume Vicent Costa Jordá,33,Spain,Substitute
Roberto Soriano,30,Italy,Midfielder
Haris Seferović,29,Switzerland,Striker
Víctor Ruíz Torre,32,Spain,Defender
Víctor Laguardia Cisneros,31,Spain,Defender
Fransérgio Rodrigues Barbosa,30,Brazil,Midfielder
Anga Dedryck Boyata,30,Belgium,Defender
Jonas Svensson,28,Norway,Defender
Fredrik Midtsjø,27,Norway,Midfielder
Ross Barkley,27,England,Reserve
Domagoj Vida,32,Croatia,Defender
Oriol Romeu Vidal,29,Spain,Midfielder
Lewis Dunk,29,England,Defender
Hans Vanaken,28,Belgium,Midfielder
Djibril Sidibé,28,France,Defender
Matthew James Doherty,29,Republic of Ireland,Substitute
Felipe Anderson Pereira Gomes,28,Brazil,Winger
Jannik Vestergaard,28,Denmark,Defender
Pavel Kadeřábek,29,Czech Republic,Defender
Damián Nicolás Suárez Suárez,33,Uruguay,Defender
John Anthony Brooks,28,United States,Defender
Mário Rui Silva Duarte,30,Portugal,Defender
Denis Suárez Fernández,27,Spain,Midfielder
Patrick Bamford,27,England,Striker
Moisés Gómez Bordonado,27,Spain,Midfielder
Roberto Torres Morales,32,Spain,Substitute
William Silva de Carvalho,29,Portugal,Substitute
Bryan Cristante,26,Italy,Midfielder
Romain Saïss,31,Morocco,Defender
Jonas Hector,31,Germany,Defender
Clinton Mukoni Mata Pedro Lourenço,28,Angola,Defender
Nathan Aké,26,Netherlands,Substitute
Florent Mollet,29,France,Midfielder
Jean-Pierre Nsame,28,Cameroon,Substitute
Rachid Ghezzal,29,Algeria,Winger
Renato Steffen,29,Switzerland,Midfielder
Marcel Halstenberg,29,Germany,Substitute
John McGinn,26,Scotland,Midfielder
Carles Gil de Pareja Vicent,28,Spain,Midfielder
Moussa Dembélé,24,France,Striker
Nicolae Claudiu Stanciu,28,Romania,Midfielder
Ricardo Sousa Esgaio,28,Portugal,Substitute
Tyrone Mings,28,England,Defender
Roman Zobnin,27,Russia,Midfielder
Jonathan Tah,25,Germany,Defender
Antonio José Rodríguez Díaz,29,Spain,Substitute
Thiago Henrique Mendes Ribeiro,29,Brazil,Substitute
Adama Traoré Diarra,25,Spain,Winger
Frank Yusty Fabra Palacios,30,Colombia,Defender
Aleksey Miranchuk,25,Russia,Substitute
Benjamin Bourigeaud,27,France,Midfielder
Carlos Roberto Izquierdoz,32,Argentina,Defender
Lucas Nicolás Alario,28,Argentina,Substitute
Ayoze Pérez Gutiérrez,27,Spain,Midfielder
Daniel García Carrillo,31,Spain,Midfielder
Seko Fofana,26,Côte d'Ivoire,Midfielder
Léo Dubois,26,France,Defender
Alexandre Moreno Lopera,28,Spain,Defender
Nuno Miguel Ribeiro Cruz Jerónimo Sequeira,30,Portugal,Substitute
Samuel Gigot,27,France,Defender
Ludovic Ajorque,27,France,Striker
Baptiste Santamaría,26,France,Midfielder
Matías Vecino Falero,29,Uruguay,Substitute
Rafael Santos Borré Maury,25,Colombia,Striker
Ollie Watkins,25,England,Substitute
Lucas René Olaza Catrofe,26,Uruguay,Defender
Marvin Friedrich,25,Germany,Defender
Rick Karsdorp,26,Netherlands,Defender
Jonathan Rodríguez Menéndez,29,Spain,Reserve
Ángel Israel Mena Delgado,33,Ecuador,Midfielder
Mario Pašalić,26,Croatia,Substitute
Karl Brillant Toko Ekambi,28,Cameroon,Substitute
Cristian David Pavón,25,Argentina,Substitute
Jarrod Bowen,24,England,Substitute
Duje Ćaleta-Car,24,Croatia,Substitute
David García Zubiría,27,Spain,Defender
Guido Rodríguez,26,Argentina,Midfielder
Abdou Diallo,25,Senegal,Substitute
Kelechi Promise Iheanacho,24,Nigeria,Substitute
Daniel Castelo Podence,25,Portugal,Substitute
Angelo Fulgini,24,France,Midfielder
Gelson Dany Batalha Martins,26,Portugal,Midfielder
Matty Cash,23,England,Defender
Rodrigo Bentancur Colmán,24,Uruguay,Reserve
Ezri Konsa Ngoyo,23,England,Defender
Nuno Miguel Gomes dos Santos,26,Portugal,Substitute
Florian Grillitsch,25,Austria,Midfielder
Davide Calabria,24,Italy,Defender
Gérson Adriano Gutierres Serra,21,Brazil,Midfielder
Wellingt. Edson Sabrão Rolim,33,Brazil,Defender
A. Benjamin Chiamuloira Paes,21,Brazil,Defender
Vincente Filho Dourado Hermes,25,Brazil,Defender
Everton Jorge Simão Resende,21,Brazil,Defender
Alberto Marcelo Dutra Cirino,29,Brazil,Striker
G. Pierre Paiva Souza,25,Brazil,Midfielder
Arturo Adolfo Inálcio Dutra,21,Brazil,Midfielder
Fred Claudinei Tófoli Vilela,33,Brazil,Striker
Matheus Jadson Bardeira Cunha,21,Brazil,Striker
Jonathan Prazeres Conradi,21,Brazil,Midfielder
Gonzalo Ariel Montiel,24,Argentina,Substitute
Tammy Bakumo-Abraham,23,England,Striker
Brahim Abdelkader Díaz,21,Spain,Midfielder
Yusuf Yazıcı,24,Turkey,Substitute
Jack Harrison,24,England,Midfielder
遠藤 航,28,Japan,Midfielder
Robin Le Normand,24,France,Defender
Domingos Sousa Coutinho Meneses Duarte,26,Portugal,Defender
Ismaïla Sarr,23,Senegal,Midfielder
Reinildo Isnard Mandava,27,Mozambique,Defender
Luiz Felipe Ramos Marchi,24,Brazil,Defender
Antonín Barák,26,Czech Republic,Forward
Ibrahima Konaté,22,France,Substitute
Nicolò Zaniolo,21,Italy,Midfielder
Amadou Haïdara,23,Mali,Substitute
Dan-Axel Zagadou,22,France,Substitute
Pedro Lomba Neto,21,Portugal,Substitute
Noa Noëll Lang,22,Netherlands,Winger
Matteo Pessina,24,Italy,Forward
Boubakary Soumaré,22,France,Substitute
Diego Nicolás De La Cruz Arcosa,24,Uruguay,Midfielder
Amine Gouiri,21,France,Striker
Héctor Junior Firpo Adamés,24,Spain,Defender
Christoph Baumgartner,21,Austria,Midfielder
Luis Milla Manzanares,26,Spain,Midfielder
Aluísio Chaves Ribeiro Moraes Júnior,34,Ukraine,Reserve
Jorge de Frutos Sebastián,24,Spain,Midfielder
Jonathan Christian David,21,Canada,Striker
Jovane Eduardo Borges Cabral,23,Cape Verde Islands,Winger
Uroš Račić,23,Serbia,Midfielder
Javier Puado Díaz,23,Spain,Midfielder
Youssouf Fofana,22,France,Midfielder
Ryan Jiro Gravenberch,19,Netherlands,Midfielder
Mason Greenwood,19,England,Midfielder
Dušan Vlahović,21,Serbia,Striker
Maxence Caqueret,21,France,Midfielder
Carlos Neva Tey,25,Spain,Substitute
Eduardo Camavinga,18,France,Substitute
Wesley Fofana,20,France,Reserve
Florian Richard Wirtz,18,Germany,Midfielder
Ricardo Andrade Quaresma Bernardo,37,Portugal,Winger
Roberto Soldado Rillo,36,Spain,Substitute
Jorge Molina Vidal,39,Spain,Substitute
Lucas Rodrigo Biglia,35,Argentina,Midfielder
Ştefan Daniel Radu,34,Romania,Substitute
Jonathan dos Santos Ramírez,31,Mexico,Midfielder
Diego Hernán Váleri,35,Argentina,Midfielder
Sokratis Papastathopoulos,33,Greece,Defender
Héctor Alfredo Moreno Herrera,33,Mexico,Substitute
Iván Marcano Sierra,34,Spain,Substitute
José Luis Sanmartín Mato,31,Spain,Striker
Kévin Gameiro,34,France,Striker
Mathieu Valbuena,36,France,Winger
Adel Taarabt,32,Morocco,Substitute
Damien Da Silva,33,France,Defender
Ondřej Kúdela,34,Czech Republic,Defender
長谷 部誠,37,Japan,Substitute
Stevan Jovetić,31,Montenegro,Winger
Víctor David Díaz Miguel,33,Spain,Substitute
Pablo Daniel Piatti,32,Argentina,Substitute
Luis Arturo Montes Jiménez,35,Mexico,Midfielder
Alan Kardec de Souza Pereira Junior,32,Brazil,Substitute
Luiz Gustavo Dias,33,Brazil,Midfielder
Ömer Toprak,31,Turkey,Defender
阿兰,31,China PR,Substitute
Alex Teixeira dos Santos,31,Brazil,Midfielder
Rubén Rochina Naixes,30,Spain,Substitute
Manuel Lanzini,28,Argentina,Midfielder
Bas Leon Dost,32,Netherlands,Striker
José Salomón Rondón Giménez,31,Venezuela,Substitute
Aridane Hernández Umpiérrez,32,Spain,Substitute
José Ángel Valdés Díaz,31,Spain,Defender
Óscar de Marcos Arana,32,Spain,Substitute
Oier Sanjurjo Maté,35,Spain,Midfielder
Sebastián Marcelo Blanco,33,Argentina,Reserve
Edwin Andrés Cardona Bedoya,28,Colombia,Midfielder
Leandro Daniel Cabrera Sasía,30,Uruguay,Defender
Christopher Trimmel,34,Austria,Defender
Martin Braithwaite Christensen,30,Denmark,Substitute
Germán Alejandro Pezzella,30,Argentina,Substitute
André Gomes Magalhães de Almeida,30,Portugal,Substitute
Hugo Mallo Novegil,30,Spain,Defender
Craig Dawson,31,England,Defender
Andros Townsend,29,England,Midfielder
Aaron Frank Mooy,30,Australia,Midfielder
Marco Davide Faraoni,29,Italy,Midfielder
James Henry Tavernier,29,England,Defender
Giovanni Andrés Moreno Cardona,35,Colombia,Striker
Daniel Caligiuri,33,Italy,Substitute
Florian Lejeune,30,France,Defender
Josuha Guilavogui,30,France,Substitute
Celso Fabián Ortiz Gamarra,32,Paraguay,Midfielder
Rogelio Gabriel Funes Mori,30,Mexico,Striker
Vincent Paté Aboubakar,29,Cameroon,Substitute
Connor Lambert Goldson,28,England,Defender
Sebastian Rode,30,Germany,Midfielder
Nico Schulz,28,Germany,Substitute
Pablo Nascimento Castro,30,Brazil,Defender
Faouzi Ghoulam,30,Algeria,Reserve
David López Silva,31,Spain,Midfielder
Stuart Armstrong,29,Scotland,Midfielder
Thomas Meunier,29,Belgium,Defender
Aleix Vidal Parreu,31,Spain,Defender
Jérôme Roussillon,28,France,Defender
Gregoire Defrel,30,France,Substitute
Dimitri Foulquier,28,France,Defender
Jamaal Lascelles,27,England,Defender
José Luís Mendes Andrade,30,Cape Verde Islands,Substitute
Luís Carlos Novo Neto,33,Portugal,Substitute
Carlos Clerc Martínez,29,Spain,Defender
Yunis Abdelhamid,33,Morocco,Defender
Leandro Trossard,26,Belgium,Midfielder
Carlos Arturo Bacca Ahumada,34,Colombia,Striker
Yussuf Yurary Poulsen,27,Denmark,Substitute
Bertrand Isidore Traoré,25,Burkina Faso,Substitute
Joël Ivo Veltman,29,Netherlands,Defender
Anastasios Bakasetas,28,Greece,Midfielder
Óliver Torres Muñoz,26,Spain,Substitute
Romário Ricardo da Silva,30,Brazil,Midfielder
Bruno da Silva Peres,31,Brazil,Defender
Samuel Castillejo Azuaga,26,Spain,Substitute
Elseid Hysaj,27,Albania,Defender
Daniele Rugani,26,Italy,Substitute
Mohamed Naser Elsayed Elneny,28,Egypt,Reserve
André Filipe Tavares Gomes,27,Portugal,Substitute
Neal Maupay,24,France,Striker
Roberto Gagliardini,27,Italy,Substitute
Yannick Gerhardt,27,Germany,Substitute
Arthur Masuaku,27,Congo DR,Substitute
Leander Dendoncker,26,Belgium,Substitute
Diego Javier Llorente Ríos,27,Spain,Defender
Santiago Mina Lorenzo,25,Spain,Striker
Frank Opoku Acheampong,27,Ghana,Striker
Alex Iwobi,25,Nigeria,Substitute
Abderrazak Hamdallah,30,Morocco,Striker
Gustavo Leonardo Cuéllar Gallego,28,Colombia,Midfielder
Jean-Philippe Gbamin,25,Côte d'Ivoire,Substitute
Claudio Matías Kranevitter,28,Argentina,Substitute
Iván José Marcone,31,Argentina,Midfielder
Milton Casco,33,Argentina,Defender
Fabrizio Germán Angileri,27,Argentina,Defender
Serhou Yadaly Guirassy,25,France,Striker
Ihlas Bebou,27,Togo,Reserve
Stanislav Lobotka,26,Slovakia,Substitute
Maximilian Philipp,27,Germany,Midfielder
José Luis Palomino,31,Argentina,Defender
Théo Bongonda Mbul'Ofeko Batombo,25,Belgium,Winger
Matt Targett,25,England,Defender
Guillermo Alfonso Maripán Loaysa,27,Chile,Defender
Gonzalo Escalante,28,Argentina,Substitute
Jordan Kévin Amavi,27,France,Substitute
Gian-Luca Waldschmidt,25,Germany,Substitute
Joseba Zaldúa Bengoetxea,29,Spain,Substitute
Juan Ignacio Dinenno De Cara,26,Argentina,Striker
Hassane Kamara,27,Côte d'Ivoire,Substitute
Mattia Zaccagni,26,Italy,Substitute
Mohamed Saïd Benrahma,25,Algeria,Midfielder
Mislav Oršić,28,Croatia,Midfielder
Breel-Donald Embolo,24,Switzerland,Substitute
Unai López Cabrera,25,Spain,Midfielder
Harry Winks,25,England,Substitute
Daniel Ceballos Fernández,24,Spain,Substitute
Zinedine Ferhat,28,Algeria,Midfielder
Petros Matheus dos Santos Araújo,32,Brazil,Reserve
Valentin Rongier,26,France,Substitute
Joachim Christian Andersen,25,Denmark,Defender
Carl Henrik Jordan Larsson,24,Sweden,Midfielder
Fábio Santos Martins,27,Portugal,Forward
Jérémie Boga,24,Côte d'Ivoire,Midfielder
Orbelín Pineda Alvarado,25,Mexico,Winger
Gaetano Castrovilli,24,Italy,Midfielder
Mason Holgate,24,England,Defender
Ellyes Joris Skhiri,26,Tunisia,Midfielder
Nadiem Amiri,24,Germany,Substitute
Ben Godfrey,23,England,Substitute
Benjamin Verbič,27,Slovenia,Substitute
Rubén Duarte Sánchez,25,Spain,Defender
Francisco das Chagas Soares dos Santos,30,Brazil,Substitute
Gonzalo Julián Melero Manzanares,27,Spain,Midfielder
Braian Ezequiel Romero,30,Argentina,Striker
Moussa Marega,30,Mali,Striker
Kyle Walker-Peters,24,England,Substitute
Rob Holding,25,England,Substitute
Alfonso Pedraza Sag,25,Spain,Defender
Matheus Fellipe Costa Pereira,25,Brazil,Substitute
Milot Rashica,25,Kosovo,Midfielder
Djibril Sow,24,Switzerland,Midfielder
Georgiy Dzhikiya,27,Russia,Defender
Axel Arthur Disasi,23,France,Substitute
Fabien Centonze,25,France,Defender
Christ-Emmanuel Faitout Maouassa,22,France,Reserve
Alessandro Baia Marques,33,Brazil,Defender
Enzo Leandro Chissano Baia,29,Brazil,Defender
Claudio Nuno Coíntra Calegari,25,Brazil,Midfielder
Wagner Mauro Laranjo Coelho,37,Brazil,Midfielder
Andeson Jaime Trigo Gonçalves,33,Brazil,Defender
Jadson José Meireles Correia,25,Brazil,Midfielder
Rodrigo Éder Vuarte Ruiz,29,Brazil,Midfielder
Victor Martin Maia Padilha,25,Brazil,Defender
Danilo Manuel Vieira Espíndola,33,Brazil,Defender
Nuno Ailton Padrenda Mendes,25,Brazil,Striker
Murilo Kauê Cadete Teixeira,21,Brazil,Midfielder
Sidney Adrián Pessoa Vidigal,29,Brazil,Midfielder
Philana Tinotenda Kadewere,25,Zimbabwe,Substitute
Nahitan Michel Nández Acosta,25,Uruguay,Midfielder
Miguel Ángel Almirón Rejala,27,Paraguay,Midfielder
Ludovic Blas,23,France,Striker
Romain Perraud,23,France,Defender
Exequiel Alejandro Palacios,22,Argentina,Substitute
James Justin,23,England,Substitute
Rafael Mir Vicente,24,Spain,Substitute
Issa Diop,24,France,Substitute
Daniel James,23,Wales,Substitute
Ohis Felix Uduokhai,23,Germany,Defender
Caio Henrique Oliveira Silva,23,Brazil,Midfielder
伊东 纯也,28,Japan,Winger
Tyler Shaan Adams,22,United States,Substitute
Yeferson Julio Soteldo Martínez,24,Venezuela,Midfielder
Luiz de Araujo Guimarães Neto,25,Brazil,Substitute
Marcos do Nascimento Teixeira,25,Brazil,Reserve
Emanuel Reynoso,25,Argentina,Midfielder
Gedson Carvalho Fernandes,22,Portugal,Substitute
Joakim Mæhle Pedersen,24,Denmark,Substitute
Salvador Sánchez Ponce,30,Spain,Midfielder
Ibrahim Sangaré,23,Côte d'Ivoire,Midfielder
Eberechi Eze,23,England,Substitute
Edson Omar Álvarez Velázquez,23,Mexico,Midfielder
Marc Roca Junqué,24,Spain,Substitute
Obite Evan N'Dicka,21,France,Defender
Fabricio Bustos Sein,25,Argentina,Defender
Alexis Claude-Maurice,23,France,Reserve
Douglas Luiz Soares de Paulo,23,Brazil,Midfielder
Robin Koch,24,Germany,Substitute
Calvin Stengs,22,Netherlands,Midfielder
Miguel Ângelo da Silva Rocha,26,Portugal,Substitute
Dominik Szoboszlai,20,Hungary,Midfielder
Martin Terrier,24,France,Striker
Mohamed Mady Camara,24,Guinea,Midfielder
Tyrell Malacia,21,Netherlands,Defender
Weston James Earl McKennie,22,United States,Substitute
Wilson Miguéis Manafá Jancó,26,Portugal,Defender
Eduardo Gabriel Aquino Cossa,24,Brazil,Substitute
Jonathan Clauss,28,France,Defender
Wenderson Rodrigues do Nascimento Galeno,23,Brazil,Midfielder
Saša Kalajdžić,23,Austria,Reserve
Fernando Gorriarán Fontes,26,Uruguay,Midfielder
Nicolás Iván González,23,Argentina,Winger
Roman Yaremchuk,25,Ukraine,Substitute
Callum Hudson-Odoi,20,England,Substitute
Andoni Gorosabel Espinosa,24,Spain,Defender
Sandro Tonali,21,Italy,Midfielder
Patson Daka,22,Zambia,Substitute
Mikkel Krogh Damsgaard,20,Denmark,Midfielder
Rafael Alexandre Conceição Leão,22,Portugal,Substitute
Anthony Nuatuzor Nwakaeme,32,Nigeria,Winger
Luis Francisco Romo Barrón,26,Mexico,Midfielder
Dwight McNeil,21,England,Midfielder
Borna Sosa,23,Croatia,Midfielder
Amir Rrahmani,27,Kosovo,Reserve
Sofiane Diop,21,France,Substitute
Eric García Martret,20,Spain,Defender
Mohammed Kudus,20,Ghana,Substitute
Luis Javier Suárez Charris,23,Colombia,Midfielder
Giovanni Alejandro Reyna,18,United States,Midfielder
Samuel Chimerenka Chukwueze,22,Nigeria,Substitute
Arthur Mendonça Cabral,23,Brazil,Striker
Boulaye Dia,24,Senegal,Substitute
Jérémy Doku,19,Belgium,Midfielder
Petr Ševčík,27,Czech Republic,Reserve
Roger Ibañez Da Silva,22,Brazil,Defender
Tomáš Holeš,28,Czech Republic,Defender
Shon Zalman Weissman,25,Israel,Striker
Almoatasembellah Ali Mohamed Al musrati,25,Libya,Midfielder
Joey Veerman,22,Netherlands,Midfielder
Ronald Federico Araújo da Silva,22,Uruguay,Substitute
Lukáš Provod,24,Czech Republic,Reserve
Chukwunonso Tristan Madueke,19,England,Midfielder
Atiba Hutchinson,38,Canada,Substitute
José Ernesto Sosa,36,Argentina,Midfielder
Javier Horacio Pinola,38,Argentina,Substitute
Steven Davis,36,Northern Ireland,Midfielder
Gaël Dimitri Clichy,35,France,Defender
Rubens Omar Óscar Sambueza,37,Argentina,Winger
Dante Bonfim da Costa Santos,37,Brazil,Defender
Francesc Fàbregas i Soler,34,Spain,Substitute
Alessandro Diamanti,38,Italy,Midfielder
Theo Walcott,32,England,Substitute
José Carlos Gonçalves Rodrigues,32,Greece,Midfielder
Ryan Bertrand,31,England,Defender
Jack Cork,32,England,Substitute
Lorenzo De Silvestri,33,Italy,Defender
Diego Mario Buonanotte Rende,33,Argentina,Substitute
Gervais Lombe Yao Kouassi,34,Côte d'Ivoire,Winger
Domenico Criscito,34,Italy,Defender
Zlatko Junuzović,33,Austria,Substitute
Marcelo Alfonso Díaz Rojas,34,Chile,Midfielder
Emiliano Gabriel Vecchio,32,Argentina,Midfielder
Albin Ekdal,31,Sweden,Substitute
José Martín Cáceres Silva,34,Uruguay,Substitute
Max-Alain Gradel,33,Côte d'Ivoire,Midfielder
Marc Albrighton,31,England,Substitute
Jean-Eric Maxim Choupo-Moting,32,Cameroon,Substitute
Romain Thomas,33,France,Defender
Adrien Sebastian Perruchet Silva,32,Portugal,Midfielder
Luke Ayling,29,England,Defender
Patrick John Miguel van Aanholt,30,Netherlands,Defender
Fabio Borini,30,Italy,Midfielder
Cristhian Ricardo Stuani Curbelo,34,Uruguay,Striker
Mario Barwuah Balotelli,30,Italy,Striker
Fedor Smolov,31,Russia,Striker
Alan Dzagoev,31,Russia,Midfielder
Gustavo Leonardo Bou,31,Argentina,Striker
Daniel Filipe Martins Carriço,32,Portugal,Defender
Sebastian Rudy,31,Germany,Substitute
Damián Rodrigo Díaz,35,Ecuador,Midfielder
Teemu Pukki,31,Finland,Striker
Pascal Groß,30,Germany,Midfielder
Mats Rits,27,Belgium,Substitute
Néstor Alejandro Araújo Razo,29,Mexico,Defender
Kevin Vogt,29,Germany,Defender
Maxime Gonalons,32,France,Midfielder
Ricardo Iván Rodríguez Araya,28,Switzerland,Substitute
Xavier Chavalerin,30,France,Substitute
Filip Đuričić,29,Serbia,Midfielder
Andriy Yarmolenko,31,Ukraine,Substitute
Wahbi Khazri,30,Tunisia,Striker
Jens Toornstra,32,Netherlands,Midfielder
Tomás Pina Isla,33,Spain,Midfielder
Oscar Fabián Murillo Murillo,33,Colombia,Defender
Nathan Redmond,27,England,Substitute
Nicolas Pallois,33,France,Defender
Manuel Agudo Durán,34,Spain,Midfielder
Sergi Gómez Solà,29,Spain,Defender
Matthew Lowton,32,England,Defender
Erik Sviatchenko,29,Denmark,Defender
Marco van Ginkel,28,Netherlands,Midfielder
Gernot Trauner,29,Austria,Defender
Nacer Chadli,31,Belgium,Substitute
Pedro Filipe Teodósio Mendes,30,Portugal,Reserve
Cédric Ricardo Alves Soares,29,Portugal,Substitute
Milan Badelj,32,Croatia,Midfielder
Vladimír Darida,30,Czech Republic,Substitute
